0,1,1,1,1,1,0,0,3,3,3,1,1,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,0,3,3,3,1,1,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
0,3,3,2,2,2,2,2,3,3,3,2,2,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,5,3,3,3,6,3,3,1,1,1,1,1,1,1,2,3,3,3,2,2,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,5,3,3,2,2,3,6,11,3,3,2,2,1,1,1,1,1,1,1,5,5,4,1
1,0,0,0,0,0,1,1,3,3,3,1,1,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1,2,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,7,3,3,2,3,2,2,1,1,1,1,1,1,1,1,3,3,3,1,1,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,7,3,3,2,2,2,3,11,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,3,3,3,1,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,2,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,1,1,1,1,1,1,1,0,3,3,3,1,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,1,1,1,1,1,3,3,3,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,4,2,2,2,5,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,4,2,2,1,1,2,5,8,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1
1,0,0,0,0,0,0,0,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
1,2,2,1,1,1,1,1,3,3,3,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,1,1,0,0,1,4,6,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,3,3,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,3,3,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,3,3,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,6,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1
0,3,3,4,4,4,2,2,3,3,3,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,6,4,4,5,6,5,5,1,1,1,1,1,1,1,2,3,3,3,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,6,4,4,3,3,5,6,16,5,5,1,1,1,1,1,1,1,1,1,7,7,6,1
0,0,0,0,0,0,1,1,3,3,3,1,1,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,7,7,7,3,5,3,3,1,1,1,1,1,1,1,1,3,3,3,1,1,11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,7,7,7,3,3,3,5,11,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
